,msrp,year,canonical_mmty,model,local_zone,interior_color,aff_code,price,price_badge,trim,drivetrain,dealer_name,dealer_zip,mileage,make,bodystyle,cat,vin,canonical_mmt,fuel_type,stock_type,exterior_color,page_channel
91,0,2022,Toyota:Corolla:LE:2022,Corolla,,Black,national,18750,,LE,Front-wheel Drive,Zeigler Cadillac of Lincolnwood,60712,52137,Toyota,Sedan,sedan_compact,5YFEPMAE1NP317415,Toyota:Corolla:LE,Gasoline,Used,White,shopping
92,73315,2024,Cadillac:LYRIQ:Luxury:2024,LYRIQ,,Gray,national,73315,,Luxury,All-wheel Drive,Rizza Cadillac Buick GMC,60487,3,Cadillac,SUV,ev_luxurysuv_suv,1GYKPRRL3RZ117113,Cadillac:LYRIQ:Luxury,Electric,New,Crystal White Tri-Coat,shopping
93,,2023,Subaru:Crosstrek:Premium:2023,Crosstrek,,Black,national,25391,,Premium,All-wheel Drive,Arlington Heights Ford,60004,12369,Subaru,SUV,crossover_compact,JF2GTAPC1P8240053,Subaru:Crosstrek:Premium,Gasoline,Used,Crystal White Pearl,shopping
94,,2018,Land Rover:Range Rover Evoque:HSE Dynamic:2018,Range Rover Evoque,,Ebony / Pimento,national,24735,,HSE Dynamic,Four-wheel Drive,Lux Cars Chicago,60089,66763,Land Rover,SUV,luxurysuv_suv,SALVD2RX8JH322192,Land Rover:Range Rover Evoque:HSE Dynamic,Gasoline,Used,Fuji White,shopping
95,52170,2024,Ford:Transit-250:148 WB Medium Roof Cargo:2024,Transit-250,,Dark Palazzo Gray,national,55170,,148 WB Medium Roof Cargo,Rear-wheel Drive,Sutton Ford,60443,1,Ford,Cargo Van,van_fullsize,1FTBR1C82RKA11346,Ford:Transit-250:148 WB Medium Roof Cargo,E85 Flex Fuel,New,Oxford White,shopping
96,47600,2024,Kia:Telluride:EX X-Line:2024,Telluride,,Black,national,44991,,EX X-Line,All-wheel Drive,Napleton River Oaks Hyundai Kia,60409,11,Kia,SUV,suv_midsize,5XYP3DGC0RG473398,Kia:Telluride:EX X-Line,Gasoline,New,Everlasting Silver,shopping
97,0,2019,Ford:F-350:XLT:2019,F-350,,Gray,national,36950,,XLT,Four-wheel Drive,"Motorsource, Inc",60035,48025,Ford,Pickup Truck,truck_fullsize,1FT8W3B63KEF97817,Ford:F-350:XLT,Gasoline,Used,Oxford White,shopping
98,27390,2024,Chevrolet:Malibu:RS:2024,Malibu,,Jet Black,national,23972,,RS,Front-wheel Drive,Advantage Chevrolet of Bolingbrook,60440,4,Chevrolet,Sedan,sedan_midsize,1G1ZG5ST5RF179078,Chevrolet:Malibu:RS,Gasoline,New,Sterling Gray Metallic,shopping
99,,2022,Genesis:GV80:2.5T:2022,GV80,,Black,national,50248,,2.5T,All-wheel Drive,INFINITI of Hoffman Estates,60169,17261,Genesis,SUV,luxurysuv_crossover,KMUHBDSB7NU076508,Genesis:GV80:2.5T,Gasoline,Used,Himalayan Gray,shopping
100,,2023,Chevrolet:Equinox:LS:2023,Equinox,,Medium Ash Gray,national,26000,,LS,Front-wheel Drive,Al Piemonte Nissan,60160,4133,Chevrolet,SUV,crossover_midsize,3GNAXHEGXPL210002,Chevrolet:Equinox:LS,Gasoline,Used,Sterling Gray Metallic,shopping
101,30005,2024,Honda:HR-V:Sport:2024,HR-V,,Black,national,28805,,Sport,All-wheel Drive,Ed Napleton Honda,60453,10,Honda,SUV,crossover_compact,3CZRZ2H50RM777369,Honda:HR-V:Sport,Gasoline,New,Platinum White Pearl,shopping
102,30005,2024,Honda:HR-V:Sport:2024,HR-V,,Black,national,28805,,Sport,All-wheel Drive,Ed Napleton Honda,60453,10,Honda,SUV,crossover_compact,3CZRZ2H52RM779043,Honda:HR-V:Sport,Gasoline,New,Platinum White Pearl,shopping
103,27450,2024,Honda:HR-V:LX:2024,HR-V,,Nh-797m/Black,national,26250,,LX,All-wheel Drive,Ed Napleton Honda,60453,10,Honda,SUV,crossover_compact,3CZRZ2H3XRM779256,Honda:HR-V:LX,Gasoline,New,Modern Steel Metallic,shopping
104,56310,2024,Audi:Q4 e-tron:40 Premium Plus:2024,Q4 e-tron,,Black,national,56310,,40 Premium Plus,Rear-wheel Drive,Audi Hoffman Estates,60169,10,Audi,SUV,ev_luxurysuv_suv,WA1BCBFZ2RP009153,Audi:Q4 e-tron:40 Premium Plus,Electric,New,Pebble Gray,shopping
105,58405,2024,Audi:Q4 e-tron:40 Premium Plus:2024,Q4 e-tron,,Black,national,58405,,40 Premium Plus,Rear-wheel Drive,Audi Naperville,60540,11,Audi,SUV,ev_luxurysuv_suv,WA1BCBFZ2RP025675,Audi:Q4 e-tron:40 Premium Plus,Electric,New,Glacier White Metallic,shopping
106,26880,2024,Buick:Envista:Sport Touring FWD:2024,Envista,,Ebony w/Santorini Blue Stitching,national,26880,,Sport Touring FWD,Front-wheel Drive,Al Piemonte Buick GMC,60126,1,Buick,SUV,suv_midsize,KL47LBE26RB159838,Buick:Envista:Sport Touring FWD,Gasoline,New,Ocean Blue Metallic,shopping
107,28385,2024,Chevrolet:Malibu:FWD RS:2024,Malibu,,Jet Black,national,25385,,FWD RS,Front-wheel Drive,Bill Kay Chevrolet,60532,5,Chevrolet,Sedan,sedan_midsize,1G1ZG5ST0RF113540,Chevrolet:Malibu:FWD RS,Gasoline,New,Radiant Red Tintcoat,shopping
108,57600,2018,BMW:440:i:2018,440,,Black,national,31855,,i,Rear-wheel Drive,Auto&#39;s of Chicago,60515,49668,BMW,Coupe,coupeconvertible_coupe,WBA4W7C53JAB93661,BMW:440:i,Gasoline,Used,Alpine White,shopping
109,0,2021,Hyundai:Kona EV:Ultimate:2021,Kona EV,,Black,national,21478,,Ultimate,Front-wheel Drive,Jidd Motors Mitsubishi,60016,37184,Hyundai,SUV,ev_suv_midsize,KM8K53AG8MU119125,Hyundai:Kona EV:Ultimate,Electric,Used,Sonic Silver,shopping
110,51505,2024,Kia:Telluride:SX X-Line:2024,Telluride,,Black,national,48700,,SX X-Line,All-wheel Drive,Napleton River Oaks Hyundai Kia,60409,5829,Kia,SUV,suv_midsize,5XYP5DGC5RG443128,Kia:Telluride:SX X-Line,Gasoline,New,Jungle Green,shopping
111,60995,2024,Ford:Transit-250:148 WB Medium Roof Cargo:2024,Transit-250,,Gray,national,65995,,148 WB Medium Roof Cargo,All-wheel Drive,Arlington Heights Ford,60004,10,Ford,Cargo Van,van_fullsize,1FTBR2C85RKA08320,Ford:Transit-250:148 WB Medium Roof Cargo,E85 Flex Fuel,New,Oxford White,shopping
112,0,2015,INFINITI:Q40:Base:2015,Q40,,Graphite,national,13950,,Base,All-wheel Drive,INFINITI of Naperville,60540,93229,INFINITI,Sedan,luxurypassenger_standard,JN1CV6AR5FM524571,INFINITI:Q40:Base,Gasoline,Used,Graphite Shadow,shopping
113,,2020,Ford:Escape:SE:2020,Escape,,Ebony,national,18500,,SE,Front-wheel Drive,Wilkins Mazda,60126,25796,Ford,SUV,crossover_compact,1FMCU0G61LUC46818,Ford:Escape:SE,Gasoline,Used,Agate Black,shopping
114,,2019,Chrysler:Pacifica:Limited:2019,Pacifica,,Black,national,25300,,Limited,Front-wheel Drive,Fields Chrysler Jeep Dodge RAM,60026,75697,Chrysler,Passenger Van,van_mini,2C4RC1GG5KR522347,Chrysler:Pacifica:Limited,Gasoline,Used,Billet Silver Metallic Clearcoat,shopping
115,23990,2024,Buick:Envista:Preferred FWD:2024,Envista,,Ebony w/Ebony Interior,national,23990,,Preferred FWD,Front-wheel Drive,Al Piemonte Buick GMC,60126,1,Buick,SUV,suv_midsize,KL47LAE29RB137052,Buick:Envista:Preferred FWD,Gasoline,New,Sunrise Red Metallic,shopping
116,52530,2024,Ford:Transit-250:148 WB Medium Roof Cargo:2024,Transit-250,,Dark Palazzo,national,52530,,148 WB Medium Roof Cargo,Rear-wheel Drive,Highland Park Ford Lincoln,60035,4,Ford,Cargo Van,van_fullsize,1FTBR1C8XRKA10655,Ford:Transit-250:148 WB Medium Roof Cargo,E85 Flex Fuel,New,Oxford White,shopping
117,27565,2024,Chevrolet:Malibu:FWD RS:2024,Malibu,,Jet Black,national,24496,,FWD RS,Front-wheel Drive,Bill Kay Chevrolet,60532,5,Chevrolet,Sedan,sedan_midsize,1G1ZG5ST0RF127065,Chevrolet:Malibu:FWD RS,Gasoline,New,Sterling Gray Metallic,shopping
118,,2019,Chevrolet:Trax:LT:2019,Trax,,Jet Black,national,14994,,LT,All-wheel Drive,Muller Honda,60035,70195,Chevrolet,SUV,crossover_compact,3GNCJPSB7KL203109,Chevrolet:Trax:LT,Gasoline,Used,Cajun Red Tintcoat,shopping
119,0,2016,Chevrolet:Cruze Limited:LTZ:2016,Cruze Limited,,Black,national,11499,,LTZ,Front-wheel Drive,Your Choice Auto Sales of Posen,60469,65574,Chevrolet,Sedan,sedan_compact,1G1PG5SB4G7110937,Chevrolet:Cruze Limited:LTZ,Gasoline,Used,Black,shopping
120,35995,2024,Ford:Escape:ST-Line:2024,Escape,,Ebony,national,33137,,ST-Line,All-wheel Drive,Zeigler Ford of North Riverside,60546,0,Ford,SUV,crossover_compact,1FMCU9MN5RUA37784,Ford:Escape:ST-Line,Gasoline,New,Iconic Silver Metallic,shopping
121,,2020,Jeep:Grand Cherokee:Laredo E:2020,Grand Cherokee,,Black,national,25200,,Laredo E,Four-wheel Drive,Thomas Kia of Highland,46322,40248,Jeep,SUV,suv_midsize,1C4RJFAGXLC138313,Jeep:Grand Cherokee:Laredo E,Gasoline,Used,Velvet Red Pearlcoat,shopping
122,33320,2024,Ford:Escape:Active:2024,Escape,,Space Gray,national,30603,,Active,All-wheel Drive,Zeigler Ford of North Riverside,60546,0,Ford,SUV,crossover_compact,1FMCU9GN1RUA56215,Ford:Escape:Active,Gasoline,New,Vapor Blue Metallic,shopping
123,40370,2023,Ford:Escape:ST-Line Select:2023,Escape,,Ebony,national,36343,,ST-Line Select,All-wheel Drive,Zeigler Ford of North Riverside,60546,4,Ford,SUV,crossover_compact,1FMCU9NZ4PUB34831,Ford:Escape:ST-Line Select,Gasoline,New,Silver Metallic,shopping
124,52775,2024,Ford:Transit-250:148 WB Medium Roof Cargo:2024,Transit-250,,Gray,national,57775,,148 WB Medium Roof Cargo,Rear-wheel Drive,Arlington Heights Ford,60004,10,Ford,Cargo Van,van_fullsize,1FTBR1C81RKA06123,Ford:Transit-250:148 WB Medium Roof Cargo,E85 Flex Fuel,New,Oxford White,shopping
125,0,2019,Toyota:Yaris Sedan:LE:2019,Yaris Sedan,,Gray,national,15980,,LE,Front-wheel Drive,Driven Auto of Oak Forest,60452,51586,Toyota,Sedan,sedan_compact,3MYDLBYV5KY521049,Toyota:Yaris Sedan:LE,Gasoline,Used,Icicle,shopping
126,0,2008,Pontiac:Solstice:GXP:2008,Solstice,,Ebony,national,17550,,GXP,Rear-wheel Drive,Net Motorcars,60101,45409,Pontiac,Convertible,coupeconvertible_coupe,1G2MG35X08Y109144,Pontiac:Solstice:GXP,Gasoline,Used,Aggresive,shopping
127,55475,2024,Jeep:Wrangler:Willys:2024,Wrangler,,Black,national,47138,,Willys,Four-wheel Drive,Napleton&#39;s Arlington Heights Chrysler Dodge Jeep RAM,60004,10,Jeep,SUV,suv_midsize,1C4PJXDG3RW261239,Jeep:Wrangler:Willys,Gasoline,New,Bright White Clearcoat,shopping
128,54685,2024,Alfa Romeo:Tonale:Ti:2024,Tonale,,Tan / Black,national,47185,,Ti,All-wheel Drive,Glenview Luxury Imports,60025,12,Alfa Romeo,SUV,hybrid_suv,ZASPATCW5R3056271,Alfa Romeo:Tonale:Ti,Hybrid,New,Verde,shopping
129,48710,2024,Alfa Romeo:Giulia:Ti:2024,Giulia,,Black,national,42851,,Ti,All-wheel Drive,Joe Rizza Maserati Alfa Romeo,60462,12,Alfa Romeo,Sedan,luxurypassenger_standard,ZARFANBN8R7680298,Alfa Romeo:Giulia:Ti,Gasoline,New,Alfa White,shopping
130,37110,2023,Chrysler:300:Touring:2023,300,,Black,national,29051,,Touring,Rear-wheel Drive,Chrysler Dodge Jeep Ram of Chicago,60659,9,Chrysler,Sedan,sedan_fullsize,2C3CCAAG4PH677049,Chrysler:300:Touring,Gasoline,New,Gloss Black,shopping
131,60905,2024,Ford:Transit-250:148 WB Medium Roof Cargo:2024,Transit-250,,Dark Palazzo Gray,national,63905,,148 WB Medium Roof Cargo,Rear-wheel Drive,Sutton Ford,60443,,Ford,Cargo Van,van_fullsize,1FDBR1CG1RKA28822,Ford:Transit-250:148 WB Medium Roof Cargo,Gasoline,New,Oxford White,shopping
132,49455,2023,Buick:Envision:Avenir AWD:2023,Envision,,Ebony w/Ebony Accents,national,38977,,Avenir AWD,All-wheel Drive,Al Piemonte Buick GMC,60126,1,Buick,SUV,luxurysuv_crossover,LRBFZSR44PD229672,Buick:Envision:Avenir AWD,Gasoline,New,White Frost Tricoat,shopping
133,55140,2024,Alfa Romeo:Tonale:Veloce:2024,Tonale,,Red / Black,national,47640,,Veloce,All-wheel Drive,Glenview Luxury Imports,60025,23,Alfa Romeo,SUV,hybrid_suv,ZASPATDW3R3051939,Alfa Romeo:Tonale:Veloce,Hybrid,New,Alfa Black,shopping
134,27595,2024,Chevrolet:Malibu:FWD RS:2024,Malibu,,Jet Black,national,24496,,FWD RS,Front-wheel Drive,Bill Kay Chevrolet,60532,2,Chevrolet,Sedan,sedan_midsize,1G1ZG5ST2RF150346,Chevrolet:Malibu:FWD RS,Gasoline,New,Sterling Gray Metallic,shopping
135,34520,2024,Ford:Escape:Active:2024,Escape,,Ebony,national,31413,,Active,All-wheel Drive,Golf Mill Ford,60714,5,Ford,SUV,crossover_compact,1FMCU9GNXRUA00502,Ford:Escape:Active,Gasoline,New,Carbonized Gray Metallic,shopping
136,43670,2024,Ford:Escape:ST-Line Elite:2024,Escape,,Ebony,national,39740,,ST-Line Elite,All-wheel Drive,Golf Mill Ford,60714,3,Ford,SUV,crossover_compact,1FMCU9PA7RUA59181,Ford:Escape:ST-Line Elite,Gasoline,New,Iconic Silver Metallic,shopping
137,36990,2024,Ford:Escape:ST-Line:2024,Escape,,Ebony,national,33661,,ST-Line,All-wheel Drive,Golf Mill Ford,60714,5,Ford,SUV,crossover_compact,1FMCU9MN3RUA41610,Ford:Escape:ST-Line,Gasoline,New,Star White,shopping
138,,2016,Honda:Fit:LX:2016,Fit,,,national,14994,,LX,Front-wheel Drive,Muller Honda,60035,60202,Honda,Hatchback,wagonhatchback_hatchback,JHMGK5H58GX043281,Honda:Fit:LX,Gasoline,Used,,shopping
139,44135,2023,Buick:Envision:Essence AWD:2023,Envision,,Ebony Seats Perf,national,34765,,Essence AWD,All-wheel Drive,Al Piemonte Buick GMC,60126,1,Buick,SUV,luxurysuv_crossover,LRBFZPR45PD217706,Buick:Envision:Essence AWD,Gasoline,New,Moonstone,shopping
140,,2020,Cadillac:XT6:Premium Luxury AWD:2020,XT6,,Jet Black,national,35888,,Premium Luxury AWD,All-wheel Drive,Sutton Ford,60443,31665,Cadillac,SUV,luxurysuv_crossover,1GYKPDRS4LZ228884,Cadillac:XT6:Premium Luxury AWD,Gasoline,Used,Stellar Black Metallic,shopping
141,,2023,Buick:Envision:Preferred:2023,Envision,,Ebony,national,36693,,Preferred,All-wheel Drive,Bill Kay Buick GMC,60515,5,Buick,SUV,luxurysuv_crossover,LRBFZMR47PD229290,Buick:Envision:Preferred,Gasoline,New,Moonstone Gray Metallic,shopping
142,,2023,Buick:Envision:Essence:2023,Envision,,Ebony,national,36804,,Essence,All-wheel Drive,Bill Kay Buick GMC,60515,3,Buick,SUV,luxurysuv_crossover,LRBFZPR4XPD231956,Buick:Envision:Essence,Gasoline,New,Ebony Twilight Metallic,shopping
143,,2023,Buick:Envision:Essence:2023,Envision,,Ebony,national,42060,,Essence,All-wheel Drive,Bill Kay Buick GMC,60515,3,Buick,SUV,luxurysuv_crossover,LRBFZPR4XPD230421,Buick:Envision:Essence,Gasoline,New,White Frost Tri-Coat,shopping
144,27595,2024,Chevrolet:Malibu:FWD RS:2024,Malibu,,Jet Black,national,26095,,FWD RS,Front-wheel Drive,Bill Kay Chevrolet,60532,4,Chevrolet,Sedan,sedan_midsize,1G1ZG5ST0RF143024,Chevrolet:Malibu:FWD RS,Gasoline,New,Mineral Gray Metallic,shopping
145,53140,2024,Alfa Romeo:Tonale:Ti:2024,Tonale,,Tan / Black,national,45640,,Ti,All-wheel Drive,Glenview Luxury Imports,60025,275,Alfa Romeo,SUV,hybrid_suv,ZASPATCW5R3033377,Alfa Romeo:Tonale:Ti,Hybrid,New,Alfa Black,shopping
146,,2023,Buick:Envision:Preferred:2023,Envision,,Ebony,national,36365,,Preferred,All-wheel Drive,Bill Kay Buick GMC,60515,3,Buick,SUV,luxurysuv_crossover,LRBFZMR44PD231286,Buick:Envision:Preferred,Gasoline,New,Ebony Twilight Metallic,shopping
147,30715,2024,Chevrolet:Malibu:LT:2024,Malibu,,Jet Black,national,27270,,LT,Front-wheel Drive,Phillips Chevrolet,60423,3,Chevrolet,Sedan,sedan_midsize,1G1ZD5ST2RF197577,Chevrolet:Malibu:LT,Gasoline,New,Lakeshore Blue Metallic,shopping
148,,2022,Audi:Q4 e-tron:50 Premium Plus:2022,Q4 e-tron,,Black,national,39880,,50 Premium Plus,All-wheel Drive,Audi Hoffman Estates,60169,10150,Audi,SUV,ev_luxurysuv_suv,WA1L2BFZ0NP032254,Audi:Q4 e-tron:50 Premium Plus,Gasoline,Used,Mythos Black Metallic,shopping
149,28060,2024,Chevrolet:Malibu:RS:2024,Malibu,,Jet Black,national,24768,,RS,Front-wheel Drive,Phillips Chevrolet,60423,3,Chevrolet,Sedan,sedan_midsize,1G1ZG5ST3RF189415,Chevrolet:Malibu:RS,Gasoline,New,Radiant Red,shopping
150,29665,2024,Chevrolet:Malibu:LT:2024,Malibu,,Jet Black,national,26325,,LT,Front-wheel Drive,Phillips Chevrolet,60423,3,Chevrolet,Sedan,sedan_midsize,1G1ZD5ST0RF156784,Chevrolet:Malibu:LT,Gasoline,New,Sterling Gray Metallic,shopping
151,,2020,Buick:Encore GX:Select:2020,Encore GX,,Ebony,national,20701,,Select,All-wheel Drive,Arlington Heights Ford,60004,33828,Buick,SUV,luxurysuv_crossover,KL4MMESLXLB095695,Buick:Encore GX:Select,Gasoline,Used,Ebony Twilight Metallic,shopping
152,56635,2024,Alfa Romeo:Tonale:Veloce:2024,Tonale,,Black,national,49135,,Veloce,All-wheel Drive,Glenview Luxury Imports,60025,19,Alfa Romeo,SUV,hybrid_suv,ZASPATDW5R3057922,Alfa Romeo:Tonale:Veloce,Hybrid,New,Alfa Black,shopping
153,31610,2024,Chevrolet:Malibu:LT:2024,Malibu,,Jet Black,national,28076,,LT,Front-wheel Drive,Phillips Chevrolet,60423,3,Chevrolet,Sedan,sedan_midsize,1G1ZD5ST8RF195574,Chevrolet:Malibu:LT,Gasoline,New,Summit White,shopping
154,,2021,Cadillac:XT5:Premium Luxury:2021,XT5,,Black,national,34891,,Premium Luxury,All-wheel Drive,Bill Kay Buick GMC,60515,26068,Cadillac,SUV,luxurysuv_crossover,1GYKNDRS4MZ108624,Cadillac:XT5:Premium Luxury,Gasoline,Used,Stellar Black Metallic,shopping
155,0,2019,Ford:F-150:XLT:2019,F-150,,Gray,national,28995,,XLT,Four-wheel Drive,High Quality Auto Sales,60632,100992,Ford,Pickup Truck,truck_fullsize,1FTFW1E47KKE10196,Ford:F-150:XLT,Gasoline,Used,Red,shopping
156,27595,2024,Chevrolet:Malibu:RS:2024,Malibu,,Jet Black,national,24349,,RS,Front-wheel Drive,Phillips Chevrolet,60423,3,Chevrolet,Sedan,sedan_midsize,1G1ZG5ST9RF157326,Chevrolet:Malibu:RS,Gasoline,New,Lakeshore Blue Metallic,shopping
157,54915,2024,Ford:Transit-250:Base:2024,Transit-250,,Ck,national,54915,,Base,Rear-wheel Drive,Fair Oaks Ford,60540,13,Ford,Cargo Van,van_fullsize,1FTBR1Y87RKA18219,Ford:Transit-250:Base,E85 Flex Fuel,New,Agate Black Metallic,shopping
158,28090,2024,Chevrolet:Malibu:RS:2024,Malibu,,Jet Black,national,24795,,RS,Front-wheel Drive,Phillips Chevrolet,60423,3,Chevrolet,Sedan,sedan_midsize,1G1ZG5ST3RF161369,Chevrolet:Malibu:RS,Gasoline,New,Radiant Red,shopping
159,,2021,Jeep:Grand Cherokee:Laredo E:2021,Grand Cherokee,,Black,national,29970,,Laredo E,Four-wheel Drive,Thomas Dodge Chrysler Jeep RAM of Highland,46322,24452,Jeep,SUV,suv_midsize,1C4RJFAG3MC619117,Jeep:Grand Cherokee:Laredo E,Gasoline,Used,Diamond Black,shopping
160,56950,2024,Alfa Romeo:Tonale:Veloce:2024,Tonale,,Black,national,49450,,Veloce,All-wheel Drive,Glenview Luxury Imports,60025,77,Alfa Romeo,SUV,hybrid_suv,ZASPATDW9R3035308,Alfa Romeo:Tonale:Veloce,Hybrid,New,Metallic,shopping
161,48505,2023,Buick:Envision:Avenir AWD:2023,Envision,,Ebony w/Ebony Accents,national,38479,,Avenir AWD,All-wheel Drive,Al Piemonte Buick GMC,60126,1,Buick,SUV,luxurysuv_crossover,LRBFZSR40PD065272,Buick:Envision:Avenir AWD,Gasoline,New,Cinnabar Metallic,shopping
162,23990,2024,Buick:Envista:Preferred FWD:2024,Envista,,Ebony w/Ebony Interior,national,23990,,Preferred FWD,Front-wheel Drive,Al Piemonte Buick GMC,60126,1,Buick,SUV,suv_midsize,KL47LAE25RB110785,Buick:Envista:Preferred FWD,Gasoline,New,Ebony Twilight Metallic,shopping
163,49240,2023,Ford:Transit-250:T250:2023,Transit-250,,,national,49240,,T250,Rear-wheel Drive,Highland Park Ford Lincoln,60035,6,Ford,Cargo Van,van_fullsize,1FTLR1C83PKC02534,Ford:Transit-250:T250,E85 Flex Fuel,New,Oxford White,shopping
164,,2021,Buick:Envision:Essence:2021,Envision,,Ebony,national,25116,,Essence,Front-wheel Drive,Heritage Cadillac,60148,33315,Buick,SUV,luxurysuv_crossover,LRBFZNR41MD052673,Buick:Envision:Essence,Gasoline,Used,Satin Steel Metallic,shopping
165,0,2019,Karma:Revero:Sedan:2019,Revero,,Palisades Sport,national,55800,,Sedan,Rear-wheel Drive,Chicago Motor Cars,60185,4199,Karma,Sedan,hybrid_passenger,50GK41SA3KA000129,Karma:Revero:Sedan,Electric with Ga,Used,Surf White,shopping
166,,2023,Buick:Envision:Essence:2023,Envision,,Ebony,national,31825,,Essence,Front-wheel Drive,Bill Kay Buick GMC,60515,6500,Buick,SUV,luxurysuv_crossover,LRBFZNR4XPD024763,Buick:Envision:Essence,Gasoline,New,Cinnabar Metallic,shopping
167,0,2014,Ford:F-250:XL:2014,F-250,,Steel,national,21500,,XL,Four-wheel Drive,Roesch Ford,60106,60031,Ford,Pickup Truck,truck_fullsize,1FTBF2B6XEEA80051,Ford:F-250:XL,Gasoline,Used,Oxford White,shopping
168,,2016,Mercedes-Benz:Sprinter::2016,Sprinter,,Black,national,34888,,,,Chicago Auto Place,60515,84526,Mercedes-Benz,,van_fullsize,8BNPF4CC5GE127950,Mercedes-Benz:Sprinter:,Diesel,Used,Arctic White,shopping
169,0,2022,Ford:F-250:XLT:2022,F-250,,Medium Earth Gray,national,41268,,XLT,Four-wheel Drive,Zeigler Pre-Owned of Chicago,60402,55552,Ford,Pickup Truck,truck_fullsize,1FT7W2B63NEG27313,Ford:F-250:XLT,Gasoline,Used,Gray,shopping
170,65595,2024,Cadillac:LYRIQ:Tech:2024,LYRIQ,,Black,national,65595,,Tech,All-wheel Drive,Napleton Autowerks River Oaks,60409,5,Cadillac,SUV,ev_luxurysuv_suv,1GYKPMRL5RZ129895,Cadillac:LYRIQ:Tech,Electric,New,Stellar Black Metallic,shopping
171,0,2019,Lexus:UX 200:F Sport:2019,UX 200,,F SPORT Black,national,28995,,F Sport,Front-wheel Drive,McGrath Acura of Chicago,60642,32625,Lexus,SUV,luxurysuv_crossover,JTHY3JBH7K2003051,Lexus:UX 200:F Sport,Gasoline,Used,Obsidian,shopping
172,0,2020,Honda:Ridgeline:RTL-E:2020,Ridgeline,,,national,28389,,RTL-E,All-wheel Drive,Gravity Autos Chicago,60035,57787,Honda,Pickup Truck,truck_compact,5FPYK3F79LB014138,Honda:Ridgeline:RTL-E,Gasoline,Used,Crystal Black Pearl,shopping
173,57485,2024,Alfa Romeo:Tonale:Veloce:2024,Tonale,,Black,national,49985,,Veloce,All-wheel Drive,Glenview Luxury Imports,60025,22,Alfa Romeo,SUV,hybrid_suv,ZASPATDWXR3057253,Alfa Romeo:Tonale:Veloce,Hybrid,New,Alfa Black,shopping
174,0,2019,Jeep:Grand Cherokee:Limited:2019,Grand Cherokee,,Black,national,21895,,Limited,Four-wheel Drive,Fair Oaks Ford,60540,71249,Jeep,SUV,suv_midsize,1C4RJFBG9KC749222,Jeep:Grand Cherokee:Limited,Gasoline,Used,Sangria Metallic Clearcoat,shopping
175,,2022,Toyota:Corolla:SE Nightshade:2022,Corolla,,Black,national,21334,,SE Nightshade,Front-wheel Drive,Napleton&#39;s Schaumburg Mazda,60195,21291,Toyota,Sedan,sedan_compact,5YFS4MCE6NP114674,Toyota:Corolla:SE Nightshade,Gasoline,Used,Silver,shopping
176,,2019,Lexus:NX 300:Base:2019,NX 300,,Black,national,27400,,Base,All-wheel Drive,Wilkins Hyundai,60126,50111,Lexus,SUV,luxurysuv_crossover,JTJBARBZXK2179822,Lexus:NX 300:Base,Gasoline,Used,Silver Lining Metallic,shopping
177,68395,2024,Cadillac:LYRIQ:Sport:2024,LYRIQ,,Sky Cool Gray,national,68395,,Sport,All-wheel Drive,Napleton Autowerks River Oaks,60409,12,Cadillac,SUV,ev_luxurysuv_suv,1GYKPTRL5RZ108233,Cadillac:LYRIQ:Sport,Electric,New,Radiant Red,shopping
178,77775,2024,Cadillac:LYRIQ:Sport:2024,LYRIQ,,Black,national,77775,,Sport,All-wheel Drive,Napleton Autowerks River Oaks,60409,22,Cadillac,SUV,ev_luxurysuv_suv,1GYKPWRL2RZ128019,Cadillac:LYRIQ:Sport,Electric,New,Stellar Black Metallic,shopping
179,31500,2023,Chevrolet:Trailblazer:RS:2023,Trailblazer,,Jet Black,national,31500,,RS,Front-wheel Drive,Jennings Chevy / VW,60025,5579,Chevrolet,SUV,suv_midsize,KL79MTSL1PB077458,Chevrolet:Trailblazer:RS,Gasoline,New,Sterling Gray Metallic,shopping
180,74675,2024,Cadillac:LYRIQ:Luxury:2024,LYRIQ,,Black,national,74675,,Luxury,All-wheel Drive,Napleton Autowerks River Oaks,60409,27,Cadillac,SUV,ev_luxurysuv_suv,1GYKPRRL8RZ127930,Cadillac:LYRIQ:Luxury,Electric,New,Opulent Blue Metallic,shopping
181,30560,2024,Chevrolet:Malibu:LT:2024,Malibu,,Jet Black,national,29060,,LT,Front-wheel Drive,Advantage Chevrolet of Bolingbrook,60440,4,Chevrolet,Sedan,sedan_midsize,1G1ZD5ST0RF148247,Chevrolet:Malibu:LT,Gasoline,New,Sterling Gray Metallic,shopping
182,66805,2024,Audi:Q4 e-tron:50 Premium Plus:2024,Q4 e-tron,,Black,national,66805,,50 Premium Plus,All-wheel Drive,Audi Naperville,60540,14,Audi,SUV,ev_luxurysuv_suv,WA132BFZ8RP010542,Audi:Q4 e-tron:50 Premium Plus,Electric,New,Glacier White Metallic,shopping
183,,2014,Ferrari:F12berlinetta:Base:2014,F12berlinetta,,Cuoio,national,284999,,Base,Rear-wheel Drive,Continental Ferrari,60521,6269,Ferrari,Coupe,sportscar_standard,ZFF74UFA3E0199032,Ferrari:F12berlinetta:Base,Gasoline,Used,Canna di Fucile,shopping
